gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
male,"Center Right, Golf enthusiast.",0084B4,https://pbs.twimg.com/profile_images/594677134045523968/dTto1q3a_normal.jpg,C0DEED,@minhazmerchant there's a palpable improvement in the Economy &amp; no scams at all... Will strongly disagree with Mr. Shourie here.,center right golf enthusiast.,@minhazmerchant there's a palpable improvement in the economy amp no scams at all.. will strongly disagree with mr shourie here.
male,Blogger - Music Lover - Fashion Lover snap: osnapitzcmyriam 5sos demi selena Kurt Cobain teen wolf revenge saving hope TO Pll Halsey,DD2E44,https://pbs.twimg.com/profile_images/658046545863012352/nnXB0CGC_normal.jpg,EEEEEE,"#vote5sos who's right who's wrong who really cares The fault, the blame, the pain's still there",blogger music lover fashion lover snap osnapitzcmyriam 5sos demi selena kurt cobain teen wolf revenge saving hope to pll halsey,#vote5sos who's right who's wrong who really cares the fault the blame the pain's still there
male,"Professional Book Dealer, Warrior, SABRES and BILLS..716 ..Metal for life.. and beer.. visit my store. link below.",0084B4,https://pbs.twimg.com/profile_images/592388799231074304/FVibszrg_normal.jpg,C0DEED,@vfinch @sternshow the show be called Howard and Friends,professional book dealer warrior sabres and bills..716 .metal for life. and beer. visit my store link below.,@vfinch sternshow the show be called howard and friends
male,"George Christopher Lopez, actor, writer/director of sketch comedy, master grilled cheese maker. http://t.co/UkRufqouGf",010B0F,https://pbs.twimg.com/profile_images/643717674653118464/YBwvJoyS_normal.jpg,FFFFFF,"The ""May I fix your computer"" #headshot #actorslife #nycactor #headshots https://t.co/6b0XmFFRMS",george christopher lopez actor writer/director of sketch comedy master grilled cheese maker http://t.co/ukrufqougf,the may i fix your computer headshot actorslife nycactor headshots https://t.co/6b0xmffrms
female,abeautifulmess,45964A,https://pbs.twimg.com/profile_images/646547019608166401/J4dHUJF2_normal.jpg,FFFFFF,Where the hell did October go? Halloween is already this weekend. _Ÿ˜®,abeautifulmess,where the hell did october go halloween is already this weekend _˘˜®
female,"Keep your heels, head and standards high",0099B9,https://pbs.twimg.com/profile_images/658378801441828868/qGFedZp__normal.jpg,65B0DA,Saturday can't come soon enough. Can't wait for the #RWCFinal to hopefully see the @AllBlacks lift that cup! #TeamAllBlacks @rugbyworldcup,keep your heels head and standards high,saturday can't come soon enough can't wait for the rwcfinal to hopefully see the allblacks lift that cup teamallblacks rugbyworldcup
male,"Simplicity Is The Ultimate Sophistication 

#ForcaBarca #JetSmarter",0084B4,https://pbs.twimg.com/profile_images/657466758475960320/i038aJsR_normal.jpg,FFFFFF,I don't mess around with people from the thumb of Namibia. Fuck around and wake up next to a crocodile,simplicity is the ultimate sophistication forcabarca jetsmarter,i don't mess around with people from the thumb of namibia fuck around and wake up next to a crocodile
male,"Chen Taijiquan, homebrewing, charcuterie, BBQ, & Sounders. Mentat. ENTP. Father of Shih tzu.",0084B4,https://pbs.twimg.com/profile_images/621370425314914304/SAY91KX1_normal.jpg,C0DEED,@McNarnia @judecomputer ban the east coast,chen taijiquan homebrewing charcuterie bbq sounders mentat entp father of shih tzu.,@mcnarnia judecomputer ban the east coast
female,extremely awesome items,0084B4,https://pbs.twimg.com/profile_images/584960656274763776/KA_nbbKn_normal.jpg,C0DEED,The Twins of Table Mountain and Other Stories by Bret Harte https://t.co/2mmKfe4ynD https://t.co/gceBNm3cFe,extremely awesome items,the twins of table mountain and other stories by bret harte https://t.co/2mmkfe4ynd https://t.co/gcebnm3cfe
female,it's all good.,0084B4,https://pbs.twimg.com/profile_images/439439685627047936/R08w36cZ_normal.jpeg,C0DEED,There is not enough coffee in the world to make today manageable.,it's all good.,there is not enough coffee in the world to make today manageable.
male,google it. If u wanna knw,0084B4,https://pbs.twimg.com/profile_images/635212482970152960/HmOWs0I4_normal.jpg,C0DEED,Blood On the Money by Future â€” https://t.co/TiSlg7xhj2,google it if u wanna knw,blood on the money by future ˚Û https://t.co/tislg7xhj2
male,"Motorsports journalist for https://t.co/zS63yVU5uK and contributor for https://t.co/vByCNeIS9g Fitness, stats & rule book junkie. Opinions are my own.",0084B4,https://pbs.twimg.com/profile_images/639853811952173056/3eSbl-u3_normal.jpg,C0DEED,I'm hoping the five year sanctioning agreement will help NASCAR make the schedule more diverse after 2020.  https://t.co/04fRpMTNVk,motorsports journalist for https://t.co/zs63yvu5uk and contributor for https://t.co/vbycneis9g fitness stats rule book junkie opinions are my own.,i'm hoping the five year sanctioning agreement will help nascar make the schedule more diverse after 2020 https://t.co/04frpmtnvk
female,talk shit with the prettiest lips. im stan 5 pabos,7AB029,https://pbs.twimg.com/profile_images/604881993931759616/xGIqTxYQ_normal.jpg,FFFFFF,Some lessons are only delivered in the form of pain,talk shit with the prettiest lips im stan 5 pabos,some lessons are only delivered in the form of pain
male,Johns Hopkins Alum - Fixed Income Analyst - $VIX Tourist,0084B4,https://pbs.twimg.com/profile_images/378800000299635223/3630be96b514c6902ac9889df0d94b48_normal.jpeg,C0DEED,@selling_theta not seeing the 15 days to exp vix weeklies yet on ToS. Are you?,johns hopkins alum fixed income analyst vix tourist,@selling_theta not seeing the 15 days to exp vix weeklies yet on tos are you?
male,"~ Editor at Day, Fangirl at Night ~ TV and Football (Soccer) Fanatic ~ Tweets in English and German ~ Private Account: Views are my own ~",333333,https://pbs.twimg.com/profile_images/636095666570133504/nvTABlE4_normal.png,FFFFFF,"St. Cathrine's Church, Hamburg. The shaft of the tower is the second oldest upstanding building ofâ€_ https://t.co/ZXostxgt1G", editor at day fangirl at night tv and football soccer fanatic tweets in english and german private account views are my own ,st cathrine's church hamburg the shaft of the tower is the second oldest upstanding building ofâ˚_ https://t.co/zxostxgt1g
female,Tryna Boss my Life up ï¸è Instagram: Benjamin_monroe,FF0000,https://pbs.twimg.com/profile_images/654445023614889984/OOLUK-TU_normal.jpg,65B0DA,@MONEY_TSA Get the fuck out here_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚,tryna boss my life up ¸ instagram benjamin_monroe,@money_tsa get the fuck out here_˘˜‚_˘˜‚_˘˜‚
female,"One day you're seventeen planning for someday, and then quietly without you ever really noticing, someday is today.",0084B4,https://pbs.twimg.com/profile_images/646044628152635392/ORHoB_z6_normal.jpg,C0DEED,@robertbuckley @GoogleFacts you always have the best answers,one day you're seventeen planning for someday and then quietly without you ever really noticing someday is today.,@robertbuckley googlefacts you always have the best answers
female,'Anyone suffering with a mental illness You are one badass mother fucker because nothing is more terrifying then battling with your own mind every single day',0084B4,https://pbs.twimg.com/profile_images/656736809150451712/-8teUja5_normal.jpg,C0DEED,Help me escape the pain,'anyone suffering with a mental illness you are one badass mother fucker because nothing is more terrifying then battling with your own mind every single day',help me escape the pain
female,"Writer, Life Coach,Advocate 4 Women,  Am all about being happy,joyful & helping others! Check out my Bestseller, Happy on Purpose at http://t.co/lLWiKaiCz4",136EF5,https://pbs.twimg.com/profile_images/631499917618315265/9TvbTvZk_normal.jpg,FFFFFF,The Happiness Stand https://t.co/7hxRiJjvY9 via @YouTube #health #soda,"writer life coach,advocate 4 women am all about being happy,joyful helping others check out my bestseller happy on purpose at http://t.co/llwikaicz4",the happiness stand https://t.co/7hxrijjvy9 via youtube health soda
female,"I once was lost, but now I am found, was blind, but now I see",FF7FD2,https://pbs.twimg.com/profile_images/657645671105691648/G8jfqmvI_normal.jpg,FFFFFF,Starting the new episode of the walking dead. I'm not ready for this. NOT READY,i once was lost but now i am found was blind but now i see,starting the new episode of the walking dead i'm not ready for this not ready
female,Keep an open mind. It brings open hearts and open eyes.,0084B4,https://pbs.twimg.com/profile_images/654006311399620608/Kwzywoqz_normal.jpg,C0DEED,i can always count on the Pats for earning me a free Dunks coffee every monday _Ÿ˜èâ˜•ï¸è_Ÿ˜ç,keep an open mind it brings open hearts and open eyes.,i can always count on the pats for earning me a free dunks coffee every monday _˘˜èâ˜•ï¸è_˘˜ç
male,"Mapping geek, ecologist, data lover. I use twitterfeed to autotweet UK wildlife Flickr pics. I then use Twitter Widgets HTML with expanded pics to practice id.",0084B4,https://pbs.twimg.com/profile_images/2951883705/7b4a6b680b8f01e8ac9593eb79440fb8_normal.jpeg,C0DEED,"Tenacious: woolyboy has added a photo to the pool:

Blue tit....photographed at Wetlands Wildlife Trust, 
Aru... https://t.co/m1HlSbRoh4",mapping geek ecologist data lover i use twitterfeed to autotweet uk wildlife flickr pics i then use twitter widgets html with expanded pics to practice id.,tenacious woolyboy has added a photo to the pool blue tit....photographed at wetlands wildlife trust aru.. https://t.co/m1hlsbroh4
female,ãƒªã‚«ãƒ«ãƒ‰,0084B4,https://pbs.twimg.com/profile_images/655909820894089217/IfxrrDGI_normal.jpg,C0DEED,This 6th grader just mugged me and I was just sitting on the chair eating _Ÿ˜‚_Ÿ˜‘,ã‰ªã‚Áã‰Áã‰‰,this 6th grader just mugged me and i was just sitting on the chair eating _˘˜‚_˘˜Ù
female,-8- Destruction of your Soul is Vanity.. #StayHumble,E84A10,https://pbs.twimg.com/profile_images/653630897418141697/5jJyzCtF_normal.jpg,FFFFFF,@GoonerificShen it makes me uncomfortable knowing that he is an aspiring politician and therefore the 'future of Jamaica' _Ÿ™Å_Ÿ™Å,-8 destruction of your soul is vanity. stayhumble,@goonerificshen it makes me uncomfortable knowing that he is an aspiring politician and therefore the future of jamaica _˘™Å_˘™Å
male,"17, European Call Of Duty Player For @RiftHQ â€¢ #Rezvolt â€¢ Stun and Gun â€¢ @xL_Insightt â€¢ PSN ID: Revoltpls",2FC2EF,https://pbs.twimg.com/profile_images/644893505760968704/FXGEuaxv_normal.jpg,181A1E,"@RiotLouisM @dCyph_RayQ lol fam, like do that to me whilst I'm ripping the playstation nation",17 european call of duty player for rifthq ˚ rezvolt ˚ stun and gun ˚ xl_insightt ˚ psn id revoltpls,@riotlouism dcyph_rayq lol fam like do that to me whilst i'm ripping the playstation nation
male,Award Winning Singer/Songwriter/Model/Actor Book: rickyjaybooking@gmail.com Press: pr@rickyjarman.com~I choose 2 followback cuz every1 deserves 2 feel important,DD2E44,https://pbs.twimg.com/profile_images/646065124227293184/yjMYcE75_normal.jpg,A8C7F7,"@T5TQ3nXcgsOSfpZ Great to meet you! Here is the link to my new song ""Get To Know Ya""  https://t.co/mQMMZjnXzt",award winning singer/songwriter/model/actor book rickyjaybooking@gmail.com press pr@rickyjarman.com~i choose 2 followback cuz every1 deserves 2 feel important,@t5tq3nxcgsosfpz great to meet you here is the link to my new song get to know ya https://t.co/mqmmzjnxzt
male,Indigo Kids Never Die,0084B4,https://pbs.twimg.com/profile_images/657445890844573696/zPOyxL-U_normal.jpg,C0DEED,"Messy bun, short shorts when I pull up.  https://t.co/ZXIdDdBgQH",indigo kids never die,messy bun short shorts when i pull up https://t.co/zxidddbgqh
male,Retired police detective and former Wrestler. Now enjoying life with his wife @JoeyReyesThomas. Half-brother of @AsunaReiko (Fictional character rp account),1F98C7,https://pbs.twimg.com/profile_images/656924746546724864/ccLSurE-_normal.jpg,C6E2EE,"@KellyFury Just think, you can spoil the crap out of our firstborn! Pudding may have to wait half a year, but still! There's a positive.",retired police detective and former wrestler now enjoying life with his wife joeyreyesthomas half-brother of asunareiko fictional character rp account),@kellyfury just think you can spoil the crap out of our firstborn pudding may have to wait half a year but still there's a positive.
female,âœ§*:ï_¥ ï_ŸI just really love one direction  ï_Ÿï_¥:*âœ§,0084B4,https://pbs.twimg.com/profile_images/655478859442364416/4AXi_PT__normal.jpg,C0DEED,"@Harry_Styles I love you very much and you mean so much to me_Ÿ’“, I can't wait to hear Made In The A.M., I am so so excited_Ÿ’•_Ÿç‚_ŸŒŸ! 
x2,085",âÔ§*:ï_ _˘i just really love one direction ï_˘ï_¥:*âÔ§,"@harry_styles i love you very much and you mean so much to me_˘ıÚ i can't wait to hear made in the a.m. i am so so excited_˘ı•_˘ç‚_˘Ó˘ x2,085"
male,"Today I will do what others won't, so tomorrow I can accomplish what others can't.-Jerry Rice|New York|",0084B4,https://pbs.twimg.com/profile_images/554815352669241344/91mx-a2r_normal.jpeg,C0DEED,@maddyrenda tell her Julian is looking for some females_Ÿ˜‚_Ÿ˜‚_Ÿ”¥,today i will do what others won't so tomorrow i can accomplish what others can't.-jerry rice|new york|,@maddyrenda tell her julian is looking for some females_˘˜‚_˘˜‚_˘Û¥
female,The most bad ass hacker In The World. I am not Emily Bett Kik: xoemilybetts #doglife [FL|RP],0084B4,https://pbs.twimg.com/profile_images/627725583515033600/Pc1DQ3lM_normal.png,C0DEED,So clearly we both have things that are unfair to each other. This is going to be fun and evil at the same time.  https://t.co/7caKHf8ZPy,the most bad ass hacker in the world i am not emily bett kik xoemilybetts doglife fl|rp],so clearly we both have things that are unfair to each other this is going to be fun and evil at the same time https://t.co/7cakhf8zpy
male,GAME CHANGER,0084B4,https://pbs.twimg.com/profile_images/554830395816964096/KDaG2IZ-_normal.jpeg,C0DEED,"@mistaphill @tomleykis @CumulusMedia when last trading, one media stock in the GREEN is ticker OUT @OutfrontMediaUS",game changer,@mistaphill tomleykis cumulusmedia when last trading one media stock in the green is ticker out outfrontmediaus
male,*smirk*,0084B4,https://pbs.twimg.com/profile_images/625358661309845505/aNqLtwXF_normal.jpg,C0DEED,@Negro_Senpai while I believe adaptation and change is now required in the day and age I don't believe in all out anarchy,*smirk*,@negro_senpai while i believe adaptation and change is now required in the day and age i don't believe in all out anarchy
male,Interests: CIGARS BROWNS INDIANS BUCKEYES POLITICS CATHOLICISM. Love my WIFE&KIDS. From STEUBENVILLE OH. Live in GREENVILLE NC. Attend EAST CAROLINA UNIVERSITY,0084B4,https://pbs.twimg.com/profile_images/378800000231184020/2899ef89b7bf14b3183d6bce56cfff62_normal.jpeg,C0DEED,#NEWS Pro Golfer Nails Himself In The Groin With Shot Gone Horribly Wrong [VIDEO] https://t.co/TmbiDvHXgL,interests cigars browns indians buckeyes politics catholicism love my wife&kids from steubenville oh live in greenville nc attend east carolina university,#news pro golfer nails himself in the groin with shot gone horribly wrong video https://t.co/tmbidvhxgl
female,I hold a Blue Peter Badge and passed my cycling proficiency first time #winning,0099CC,https://pbs.twimg.com/profile_images/653675638092599296/Ofb00Ga4_normal.jpg,FFF8AD,When the hairdresser asks u what products you normally use in your hair but you suspect just saying 'shampoo' is not the acceptable answer,i hold a blue peter badge and passed my cycling proficiency first time winning,when the hairdresser asks u what products you normally use in your hair but you suspect just saying shampoo is not the acceptable answer
male,Gymnastics Super Fan. Former Cheerleader and World's Competitor. Packaging Designer. Gymcastic Chief of Fashion.,00C9C9,https://pbs.twimg.com/profile_images/552277050812149760/0gC3FwYA_normal.jpeg,FFFFFF,"Daniel Purvis in 8th on floor, Paul Ruggeri 8th on vault.  Will Draggy bump them from the finals?",gymnastics super fan former cheerleader and world's competitor packaging designer gymcastic chief of fashion.,daniel purvis in 8th on floor paul ruggeri 8th on vault will draggy bump them from the finals?
male,Just do it,0084B4,https://pbs.twimg.com/profile_images/657484662898606081/LUuOZYua_normal.jpg,C0DEED,Can someone send a pic of the ela worksheet?,just do it,can someone send a pic of the ela worksheet?
male,"Mapping geek, ecologist, data lover. I use twitterfeed to autotweet UK wildlife Flickr pics. I then use Twitter Widgets HTML with expanded pics to practice id.",0084B4,https://pbs.twimg.com/profile_images/2951883705/7b4a6b680b8f01e8ac9593eb79440fb8_normal.jpeg,C0DEED,"Starling: chrispenrice has added a photo to the pool:

Starling Morecambe Bay https://t.co/k5eZMkJxWd",mapping geek ecologist data lover i use twitterfeed to autotweet uk wildlife flickr pics i then use twitter widgets html with expanded pics to practice id.,starling chrispenrice has added a photo to the pool starling morecambe bay https://t.co/k5ezmkjxwd
female,"gardener, animal lover, NASCAR nut,NFB. When my feet hit the floor every morning the devil says Oh Crap, she's up",0084B4,https://pbs.twimg.com/profile_images/657956329286455297/7z1BPswm_normal.jpg,C0DEED,@djrdman thats good. Just keep on trucking.  Slow and steady wins the race. Let me know when you get home. Sending you a hug just because,"gardener animal lover nascar nut,nfb when my feet hit the floor every morning the devil says oh crap she's up",@djrdman thats good just keep on trucking slow and steady wins the race let me know when you get home sending you a hug just because
male,Platinum selling Country Music singer/songwriter,0084B4,https://pbs.twimg.com/profile_images/624292466083164165/iwVbVloY_normal.jpg,FFFFFF,"â™« Just Announced: Houston, TX - Dec 1 at The Bull 100.3's Ten Man Jam https://t.co/KDnvZ3xjaf",platinum selling country music singer/songwriter,â™Á just announced houston tx dec 1 at the bull 100.3's ten man jam https://t.co/kdnvz3xjaf
female,I'm Slicker Than Your Average...,0084B4,https://pbs.twimg.com/profile_images/657956450677952512/E7V2Spet_normal.jpg,C0DEED,@chinkichun LOOL.. Yeah.. He was satisfied with the service.,i'm slicker than your average...,@chinkichun lool. yeah. he was satisfied with the service.
female,let 'em see your fangz.,0084B4,https://pbs.twimg.com/profile_images/638150242601299968/_VWfJxLP_normal.jpg,C0DEED,"@RichardJixon you, sir, have upset the pfeif gods by not replying to my text. now im going to the nun plan again.",let em see your fangz.,@richardjixon you sir have upset the pfeif gods by not replying to my text now im going to the nun plan again.
female,"In Love With Jermyrien Est. 07âœ¨2014 ADD Me On SC @alldolledupfytb Head Strong, Determined, Motivated and, Ambitiousâœ¨",0084B4,https://pbs.twimg.com/profile_images/646117999343177728/avhViRET_normal.jpg,C0DEED,I need to make a run to the beauty supply _Ÿ_¨_Ÿ’‹_Ÿ›ç,in love with jermyrien est 07âÔ¨2014 add me on sc alldolledupfytb head strong determined motivated and ambitiousâÔ¨,i need to make a run to the beauty supply _˘_¨_˘ı¸_˘˝ç
male,"National Correspondent @BW + @bpolitics, infrequent columnist @BostonGlobe",0084B4,https://pbs.twimg.com/profile_images/586603964164018176/RNiuUIE2_normal.jpg,C0DEED,@Olivianuzzi @bpolitics try the veal,national correspondent bw bpolitics infrequent columnist bostonglobe,@olivianuzzi bpolitics try the veal
female,Editor/Writer covering pharmaceutical and medical device packaging and labeling.,FF0000,https://pbs.twimg.com/profile_images/109300939/IMGP5109a_normal.jpg,65B0DA,"Amcor Flexibles and ColaLife, a charity in the United Kingdom, have partnered to create a kit designed to counter... https://t.co/4FjEdPUTSV",editor/writer covering pharmaceutical and medical device packaging and labeling.,amcor flexibles and colalife a charity in the united kingdom have partnered to create a kit designed to counter.. https://t.co/4fjedputsv
male,Otaku-Weaboo Hybrid. I make music inspired by video games and anime. @erjameson is my Super Uber Kawaii Princess.,6633CC,https://pbs.twimg.com/profile_images/657367901561712640/-W0MteB0_normal.png,EEEEEE,Maybe I'm the last human alive and everyone else is just a hallucination by a fairy trying to let me live a happy life.,otaku-weaboo hybrid i make music inspired by video games and anime erjameson is my super uber kawaii princess.,maybe i'm the last human alive and everyone else is just a hallucination by a fairy trying to let me live a happy life.
female,"Enraptured by senses, ravaged by emotions, seduced by flesh, rebuilt by machine. She is my co-pilot. Kundá¸Ålini. HTMLâ§¸CSSâ§¸PHPâ§¸JSâ§¸UIï_¢UX. Designâ§¸technologyâ§¸nature.",616161,https://pbs.twimg.com/profile_images/519932820701986816/pS4oLfiN_normal.jpeg,FFFFFF,@nternetinspired Indeed they do. I know from my niece and nephews (around the same age as yours) that they recover quickly. :),enraptured by senses ravaged by emotions seduced by flesh rebuilt by machine she is my co-pilot kundá¸Ålini htmlâ§¸cssâ§¸phpâ§¸jsâ§¸uiï_¢ux designâ§¸technologyâ§¸nature.,@nternetinspired indeed they do i know from my niece and nephews around the same age as yours that they recover quickly )
male,Get It Gang. IG: _el_patron_24,0084B4,https://pbs.twimg.com/profile_images/656112288018112512/VHgpXMcq_normal.jpg,C0DEED,Season 7 of the Walking Dead is gonna be filmed in Illinois _Ÿ‘€,get it gang ig _el_patron_24,season 7 of the walking dead is gonna be filmed in illinois _˘Ù˚
female,"Mapping geek, ecologist, data lover. I use twitterfeed to autotweet UK wildlife Flickr pics. I then use Twitter Widgets HTML with expanded pics to practice id.",0084B4,https://pbs.twimg.com/profile_images/2951883705/7b4a6b680b8f01e8ac9593eb79440fb8_normal.jpeg,C0DEED,"Robin: George Findlay has added a photo to the pool:

singing Robin . https://t.co/FZ2i5hcqLm",mapping geek ecologist data lover i use twitterfeed to autotweet uk wildlife flickr pics i then use twitter widgets html with expanded pics to practice id.,robin george findlay has added a photo to the pool singing robin https://t.co/fz2i5hcqlm
male,Law firm partner. Trial lawyer. A business. MAN! Î©Î¨Î_,FF0000,https://pbs.twimg.com/profile_images/658337930168115201/V22YDVPy_normal.jpg,65B0DA,"Tell all the Mesna people real life is the best IQ test. Be ready to argue. With ""smart"" people who have not solved or overcome anything.",law firm partner trial lawyer a business man Î©Î¨Î_,tell all the mesna people real life is the best iq test be ready to argue with smart people who have not solved or overcome anything.
female,"It Works Independent Distributer! http://t.co/FeGgjA5x7z Î‘Î”Î . MSU. Soar Leader extraordinaire. Too glam to give a damn! Memphis, TN",0084B4,https://pbs.twimg.com/profile_images/650373591121399808/XaC59BZ2_normal.jpg,C0DEED,I don't usually have my shit together for the week until about Wednesday #NoMoreMondays,it works independent distributer http://t.co/feggja5x7z ÎÙÎÛÎÍ msu soar leader extraordinaire too glam to give a damn memphis tn,i don't usually have my shit together for the week until about wednesday nomoremondays
female,"19
SC: celinkydinky",0084B4,https://pbs.twimg.com/profile_images/656542768626429952/w9qjFF4i_normal.jpg,C0DEED,"@CFBAlbert I was thinking the same thing earlier! lol I'm gonna give it a shot probably tomorrow, thanks! _Ÿ˜_",19 sc celinkydinky,@cfbalbert i was thinking the same thing earlier lol i'm gonna give it a shot probably tomorrow thanks _˘˜_
male,"#LFC
#WWE
#Golf
#Tennis
#Boxing
#UFC",0084B4,https://pbs.twimg.com/profile_images/652870433558110208/QZ1i9N3o_normal.jpg,C0DEED,"@probs_accutane I think I'm going on it again for a 2nd time, after the 1st I was mostly clear for a year then it started coming back again.",#lfc wwe golf tennis boxing ufc,@probs_accutane i think i'm going on it again for a 2nd time after the 1st i was mostly clear for a year then it started coming back again.
female,Atomised,3B94D9,https://pbs.twimg.com/profile_images/658726175443976192/_iCoBAE0_normal.jpg,FFFFFF,"Hello ! From the outside. I must have called you a thousand times before you changed your number,AH !_Ÿ˜œ",atomised,"hello from the outside i must have called you a thousand times before you changed your number,ah _˘˜Ô"
female,"CBS2 News Executive Producer, Mom, Wife, Always A Midwestern Girl @GrandViewUniv Alum",0084B4,https://pbs.twimg.com/profile_images/378800000799975933/e69b02becd457c3322fb154aba262a19_normal.png,FFFFFF,@AP_USVideoAlert Hello-- when will the NY New Yorker Marathon story be sent out? Cannot get an answer by phone/email. Help!,cbs2 news executive producer mom wife always a midwestern girl grandviewuniv alum,@ap_usvideoalert hello- when will the ny new yorker marathon story be sent out cannot get an answer by phone/email help!
male,"Adore Jesus, Daughter & Beautiful Wife @ReBrown11 | @UCCF Team Leader Wales & SW England | Part of @IFES | Active at @HighfieldsCdf | Art, Sport, Food, Blogging",199E9E,https://pbs.twimg.com/profile_images/550411809040400385/jXmwImg4_normal.jpeg,A310A3,"Totally DELIGHTED that @Nigelrefowens is reffing the #RugbyWorldCup Final...
Even better that he's from #Wales
https://t.co/dOFm9kC1b3",adore jesus daughter beautiful wife rebrown11 uccf team leader wales sw england part of ifes active at highfieldscdf art sport food blogging,totally delighted that nigelrefowens is reffing the rugbyworldcup final.. even better that he's from wales https://t.co/dofm9kc1b3
male,"artist, curator, cultural worker and entrepreneur of sorts.",0084B4,https://pbs.twimg.com/profile_images/1687474468/profile_twittern_normal.jpg,FFFFFF,After the free market! Earth fest. https://t.co/QUG2wTAjMR https://t.co/Wn9OVndLp9,artist curator cultural worker and entrepreneur of sorts.,after the free market earth fest https://t.co/qug2wtajmr https://t.co/wn9ovndlp9
male,live life to the fullest,0084B4,https://pbs.twimg.com/profile_images/636177663011459072/h7SJY80B_normal.jpg,C0DEED,@RzarodR6 might have been out of line at the moment but they sicing it,live life to the fullest,@rzarodr6 might have been out of line at the moment but they sicing it
female,Just go with the flow... [X XXIV XV âù_],0084B4,https://pbs.twimg.com/profile_images/658396514411085824/YFJfe0SS_normal.jpg,C0DEED,@kaylaholguin_ and then we can swoop ruby up and bam. My mom works across the street if we ever need anything.,just go with the flow.. x xxiv xv ù_],@kaylaholguin_ and then we can swoop ruby up and bam my mom works across the street if we ever need anything.
male,"Labour Party Councillor for Fens & Rossmere Ward, Hartlepool. Passionate about new opportunities for our young people!",0084B4,https://pbs.twimg.com/profile_images/649116007181774848/LLLSyCkj_normal.jpg,C0DEED,@MattJeziorski ah right i see.. got plenty of teams around you we only have the big 3 north east teams up here,labour party councillor for fens rossmere ward hartlepool passionate about new opportunities for our young people!,@mattjeziorski ah right i see. got plenty of teams around you we only have the big 3 north east teams up here
female,Born to be Selenator.,0084B4,https://pbs.twimg.com/profile_images/656187387278704640/DvFJKKYJ_normal.jpg,C0DEED,@worldmusicaward Selena's has the world's best selling Album of the week. Congrats to my babyâ€_ https://t.co/7yMAIQEOpd,born to be selenator.,@worldmusicaward selena's has the world's best selling album of the week congrats to my babyâ˚_ https://t.co/7ymaiqeopd
male,"Forbes contributor, Bestselling Sales Author, Keynote Speaker, Business Cast Host, Strategic B2B Advisor. I have 2 children, a dog, and a wife I don't deserve",6496AD,https://pbs.twimg.com/profile_images/490912739703808004/MUNQvsym_normal.png,A8C7F7,Thank you @RolandDickeyJR for sharing via @Forbes.  Did you have a fav part from the Interview with Jaime @eventualmillion ?,forbes contributor bestselling sales author keynote speaker business cast host strategic b2b advisor i have 2 children a dog and a wife i don't deserve,thank you rolanddickeyjr for sharing via forbes did you have a fav part from the interview with jaime eventualmillion 
male,IG - alsoknownasjb snapchat - jbee03,0084B4,https://pbs.twimg.com/profile_images/640237035882725376/Yk0HW8sr_normal.jpg,C0DEED,Truth be told the whole industry is a damn scam ran by pricks with big heads like a nba jam man,ig alsoknownasjb snapchat jbee03,truth be told the whole industry is a damn scam ran by pricks with big heads like a nba jam man
female,melody chase. gettin' schwifty. everyone's less shitty mom. dan's. 39 days. [ reworked RP. ],0084B4,https://pbs.twimg.com/profile_images/658045774316576768/562ksIWf_normal.jpg,C0DEED,@happyhcrry I mean. you could be Lucas if we're talking about the musical,melody chase gettin schwifty everyone's less shitty mom dan's 39 days reworked rp ,@happyhcrry i mean you could be lucas if we're talking about the musical
female,Hyang Gyuhwa's UTAU bot. Tweets mainly in English and Korean.,93A644,https://pbs.twimg.com/profile_images/1257361059/gyuhwa_normal.png,EEEEEE,@TATARI_bot I saw some shoes the other day that I thought would fit you perfectly! Maybe they'll still be there?,hyang gyuhwa's utau bot tweets mainly in english and korean.,@tatari_bot i saw some shoes the other day that i thought would fit you perfectly maybe they'll still be there?
male,"ceo Rumble Fox: big on growth by digital, design, tech, pop sci & fiction. Maker in food, piano, code, p-comp, nouns & verbs. Defectively apophenic & curious.",FF0000,https://pbs.twimg.com/profile_images/519941019253473280/d-fT1Kb__normal.jpeg,FFFFFF,"""Perhaps we need a separate classification scheme for scientific organizations that are â€œconfusogenic to humans.â€ù"" https://t.co/IhrVIC73rY",ceo rumble fox big on growth by digital design tech pop sci fiction maker in food piano code p-comp nouns verbs defectively apophenic curious.,"""perhaps we need a separate classification scheme for scientific organizations that are ˚Ôconfusogenic to humans.â˚ù https://t.co/ihrvic73ry"
male,I don't always fuck yo bitch...... but when I do...... I parked my car first..... I AM the most interesting guy in the world.,2FC2EF,https://pbs.twimg.com/profile_images/649685059398696960/dzaHTDf0_normal.jpg,FFFFFF,Why i gotta be hurt cuz im spitting the https://t.co/GokNtTAGKo,i don't always fuck yo bitch..... but when i do..... i parked my car first.... i am the most interesting guy in the world.,why i gotta be hurt cuz im spitting the https://t.co/goknttagko
male,I WILL BE FAMOUS #powermovesonly #catchthewave #tmsfolife,0084B4,https://pbs.twimg.com/profile_images/641259725850570752/Ev9hjz3G_normal.jpg,FFFFFF,Posted in the booth with the boof,i will be famous powermovesonly catchthewave tmsfolife,posted in the booth with the boof
